texto_tweet,vader,xlm_roberta,robertuito,bert_multilingual,beto,sentiment_global
"@IPSChile @ChileAtiende @IPSTarapaca @IPSOhiggins @IPSBiobio @IpsLosLagos @IPSLosRios @IPSMagallanes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @CajaLosAndes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @ChileAtiende @IPSTarapaca @IPSOhiggins @IPSBiobio @IpsLosLagos @IPSLosRios @IPSMagallanes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @ChileAtiende @IPSTarapaca @IPSOhiggins @IPSBiobio @IpsLosLagos @IPSLosRios @IPSMagallanes @IPSChile Favor responder los mensajes. les envié el RSH,contrato de trabajo 2022,certificado de cargas familiares de @CajaLosAndes  NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE 
@MinDesarrollo estoy en40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @CajaLosAndes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@MintrabChile @IPSChile @jeannette_jara @SubsecTrabajo @trabejita @MinDesarrollo @Min_Hacienda @GobiernodeChile @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @ChileAtiende @IPSTarapaca @IPSOhiggins @IPSBiobio @IpsLosLagos @IPSLosRios @IPSMagallanes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @ChileAtiende @IPSTarapaca @IPSOhiggins @IPSBiobio @IpsLosLagos @IPSLosRios @IPSMagallanes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @ChileAtiende @MintrabChile @previsionsocial @MinDesarrollo @subse_ssociales @IPSTarapaca @IPSOhiggins @IPSBiobio @IpsLosLagos @IPSMagallanes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @ChileAtiende @MintrabChile @previsionsocial @MinDesarrollo @subse_ssociales @IPSTarapaca @IPSOhiggins @IPSBiobio @IpsLosLagos @IPSMagallanes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
"@IPSChile @ChileAtiende @MinDesarrollo @subse_ssociales @MintrabChile @previsionsocial @IPSTarapaca @IPSOhiggins @IPSBiobio @IPSLosRios @IPSMagallanes @IPSChile favor responder los mensajes. les envié el RSH,contrato de trabajo 2022, certificado de cargas familiares de @CajaLosAndes NECESITO MI #BONOMARZO #APORTEFAMILIARPERMANENTE @MinDesarrollo estoy en 40% RSH, dos cargas reconocidas en septiembre 2022, contrato vigente 08-22",positivo,neutral,neutral,negativo,neutral,neutral
Ahora entiendo porque @CajaLosAndes  no quiere pagar mi licencia médica del 8 de Agosto del 2022.   @Fonasa   Envíe toda la documentación y no quieren pagarla. https://t.co/HWzHaDfLqQ,negativo,negativo,negativo,negativo,negativo,negativo
"RT @Cristin28969576: @CajaLosAndes necesito urgente ver qué me solucionen mis pagos, no me quisieron recibir el documento en la sucursal de…",negativo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes @canal13 @cajalosandes me pide certificado de la caja anterior con pago de mayo y yo en mayo estaba cesante por lo que mandé el certificado de la AFC 3 VECES. Me dicn que tengo que mandar ese documento o no me pagarán la licencia y mis hijos de 2 y 6 años se quedan sin regalos!!!!,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Preocupados del fútbol hagan la pega y paguenme la licencia de extencion del post natal llevo un mes esperando y no tengo respuesta ni fecha de pago necesito mi plata con urgencia no tengo dinero  y ustedes preocupados del fútbol y no de sus afiliados,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes  buen día. Para solicitar o ver la posibilidad de crédito, es imperativo y/o extrictamente necesario que acuda a una sucursal? Por que lamentablemente no tengo tiempo. Saludos",negativo,negativo,neutral,positivo,neutral,negativo
"@CajaLosAndes consulta, ya no esta activo el plan con el gimnasio SmartFit??",negativo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Buenas, he tratado durante todo el día adjuntar los documentos que me están pidiendo para tramitar el pago de mi licencia medico, pero no logro avanzar, ya que parece que la pagina esta con problemas, favor una solución. Tampoco logro hacerlo desde la App, da error. https://t.co/D5OUypeLyW",negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes Se los envié . Ojalá me puedan ayudar.  Por qué no me dan una respuesta concreta,negativo,neutral,negativo,neutral,neutral,neutral
SBS: Cajas municipales pagan más que bancos por depósitos a plazo fijo https://t.co/80FaRYNbtO a través de @BGNNoticias @SBSPERU @cajahuancayo @CajaArequipa  @cajapiura_pe @CajaLosAndes https://t.co/wrH4p1DZ1Z,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes hola! Hace unos días hice una solicitud para beneficio de reembolso por telemedicina y me están pidiendo ""comprobante de bonificación isapre"" soy fonasa y fue atención particular. Cómo lo hago?",positivo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Hola buenas tardes, les envié mensaje, por favor me pueden ayudar.",positivo,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes En el centro recreacional de Pirque está habilitada la piscina??.
Si es así, hasta cuando??",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes necesito desafiliar una carga familiar y en la página solo me dá la opción de eliminar a ambas cargas. Qué debo hacer.,neutral,negativo,negativo,negativo,negativo,negativo
"@waton_startup @OlmedoVictor4 @CajaLosAndes @CChC_Chile Esa empresa betterfly debe ser de algún hijo , yerno, hermano de alguien del directorio de la caja ... siempre es así",neutral,neutral,neutral,negativo,neutral,neutral
"Hola @CajaLosAndes, ingresé al centro de ayuda para hacer un reclamo y me solicitan dentro de los campos obligatorios ""teléfono fijo"". ¿Quién tiene teléfono fijo hoy en día? https://t.co/sgQvEHUsBd",neutral,neutral,negativo,negativo,neutral,neutral
"@CajaLosAndes Caja los Andes. 
¿Esto es en los centros recreacionales?
Hasta la última vez que fui a Pirque el valor de la entrada ya daba derecho a uso de quincho y piscina.",neutral,neutral,neutral,negativo,neutral,neutral
"Amigxs regens (y no regens) que quieren mucho a @Giveth:
 
Somos finalistas para ganar el apoyo de Caja los Andes para crecer en Chile. 🚀🇨🇱  

En este mercado bajista ocupamos mucho su apoyo, ¿podrían registrarse y apoyar a Giveth aquí? 
🌎 

👉🏼 https://t.co/JWOtoQrizr",negativo,positivo,neutral,positivo,neutral,positivo
@IPSChile @CajaLosAndes @MinDesarrollo deberían aclarar que no es suficiente para un papá (dependiente) tener las cargas inscritas a diciembre de 2022 sino también no estar cesante el primer semestre de 2022 sin importar que las cargas las tuviera la mamá en esa fecha (independiente) Los requisitos que publican no son,negativo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes  como puedo hacer para que me descuenten de mi liquidación de sueldo y depositario en cuenta de ahorro para la vivienda,neutral,neutral,neutral,positivo,negativo,neutral
"RT @CajaLosAndes: Te invitamos a disfrutar de “Papá al Rescate” con un valor preferencial. 

Aprovecha el beneficio exclusivo y asiste a ve…",neutral,positivo,positivo,positivo,positivo,positivo
"@CajaLosAndes buenas tardes, estoy pidiendo una copia de póliza de seguro y la página arroja error. Elevé solicitud hace días y aún aparece en revisión. ¿hay otra forme u otro canal para acceder al documento? Gracias",negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes Hola! estoy viendo la posibilidad de ir al centro parque pirque y tengo una duda. Al momento de hacer la reserva pareciera que para poder disfrutar de la pisicna debo pagar adicional a la entrada. Si es así, que me otorga la sola entrada? gracias de antemano",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Si su compromiso y causa esta en lo social. Por que no aprueban o por ultimo validan mi solicitud de credito social. Llevo un año con contrato indefinido y termine este mes de pagar la ultima cuota con ustedes. Favor cumplan con sus valores,positivo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes me ha liquidado una licencia médica prenatal 2 veces MAL. El mes de febrero tuve 14 días de vacaciones, por lo tanto, me calcularon 16 días a pago bajando considerablemente el monto total. Debo pagar arriendo y servicios básicos, quien se hace responsable de esto?",positivo,negativo,negativo,negativo,negativo,negativo
RT @LucianoRivas: Junto a @CajaLosAndes se generó una iniciativa que mejora la calidad de vida de las familias de las comunas afectadas por…,neutral,positivo,neutral,positivo,neutral,neutral
RT @LucianoRivas: Junto a @CajaLosAndes se generó una iniciativa que mejora la calidad de vida de las familias de las comunas afectadas por…,neutral,positivo,neutral,positivo,neutral,neutral
"Junto a @CajaLosAndes se generó una iniciativa que mejora la calidad de vida de las familias de las comunas afectadas por los incendios forestales, quienes de manera gratuita optan a operativos de salud.
Ya son más de mil atenciones realizadas las cuales continuan a diario 💪🏽 https://t.co/02B1pGaCJD",neutral,positivo,neutral,positivo,positivo,positivo
RT @deficitcero: Hoy fuimos destacados como una de las 70 iniciativas que impactan la vida de chilenos y chilenas en este especial de innov…,neutral,positivo,positivo,positivo,positivo,positivo
@CajaLosAndes holaaa! cuándo abren temporada de piscina en en centro recreativo de Pirque?,neutral,neutral,neutral,negativo,neutral,neutral
"@DeboraRiffo @sbeiitha @CajaLosAndes También estoy esperando por pago de extensión, he llamado 3 veces y solo me dicen que el trámite está realizado pero no manejan fecha de pago 😩",negativo,negativo,negativo,negativo,neutral,negativo
Málaga viaja a Chile buscando fórmulas de colaboración para el impulso empresarial a nivel internacional participando en el evento organizado por ⁦@CajaLosAndes⁩ ⁦⁦⁦@zertior_⁩ y Fundacion Chile Espana. ⁦@malaga⁩  https://t.co/tQwmO8Q9eN,neutral,neutral,neutral,positivo,positivo,neutral
"RT @patriciacasano7: @CajaLosAndes Hasta cuando mi hermana tiene que seguir esperando el pago de la extensión de su post natal, más en esta…",neutral,neutral,negativo,negativo,negativo,negativo
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",neutral,positivo,positivo,positivo,positivo,positivo
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",neutral,positivo,positivo,positivo,positivo,positivo
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",neutral,positivo,positivo,positivo,positivo,positivo
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",neutral,positivo,positivo,positivo,positivo,positivo
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",neutral,positivo,positivo,positivo,positivo,positivo
@CajaLosAndes Tienen algun correo de algun ejecutivo para poder enviar la documentacion?,neutral,neutral,neutral,negativo,neutral,neutral
"Pueden haber organizaciones más nefastas, pauperrimas e inservibles que las cajas de compensacion? @CajaLosAndes @cajalaaraucana Semanas tramitandole un licencia a mi madre, pidiendole los mismos papeles una y otra vez.",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Entonces están esperando a que compremos todos los útiles escolares, cosa que cuando se decidan a dar el beneficio ya no sea significativo para nosotros como afiliados. Con esto, no se demuestra para nada que son una organización sin fines de lucro.",negativo,negativo,negativo,negativo,negativo,negativo
